"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.565890312E1,4.550123937E1,9.157720573E0,1.329355664E2,2.380000114E0,7.488283347E1,3.872681391E0,4.433638492E0
2.665890682E1,4.550125242E1,9.157766925E0,1.334229934E2,2.759999990E0,6.925783605E1,3.985467701E0,4.832590902E0
2.765891099E1,4.550126472E1,9.157800308E0,1.336349684E2,2.759999990E0,6.574221046E1,4.095619475E0,4.631163854E0
2.865891373E1,4.550127195E1,9.157826872E0,1.336574902E2,2.210000038E0,7.101564407E1,4.237033047E0,4.307884064E0
2.965891683E1,4.550127860E1,9.157854220E0,1.336916699E2,2.210000038E0,7.382814437E1,4.586761161E0,4.000000000E0
3.065892088E1,4.550128457E1,9.157881517E0,1.339535108E2,2.339999914E0,7.136720774E1,5.016993005E0,4.000000000E0
3.165892315E1,4.550129169E1,9.157909869E0,1.343354077E2,2.339999914E0,7.171877028E1,5.259051143E0,4.000000000E0
3.265892541E1,4.550129950E1,9.157947867E0,1.343819776E2,2.339999914E0,7.347658297E1,5.546930394E0,4.000000000E0
3.365892816E1,4.550131166E1,9.157982886E0,1.343174960E2,2.434311391E0,6.783959023E1,5.510572717E0,7.341637638E0
3.465893090E1,4.550131986E1,9.158015461E0,1.348376241E2,2.754144154E0,6.889615913E1,5.777361752E0,7.457785290E0
3.565893281E1,4.550132676E1,9.158050590E0,1.351187359E2,2.842629052E0,7.401715257E1,6.031077214E0,7.395239735E0
3.665893447E1,4.550133441E1,9.158085032E0,1.349789992E2,2.931529528E0,6.763143588E1,6.273057663E0,7.410996481E0
3.765893614E1,4.550134093E1,9.158116816E0,1.346598300E2,2.773293568E0,6.879199636E1,6.505415637E0,1.336111034E1
3.865893793E1,4.550134694E1,9.158155403E0,1.343427491E2,2.634630526E0,7.711479825E1,6.501976790E0,1.333150223E1
3.965893912E1,4.550135290E1,9.158187377E0,1.342155628E2,2.409879516E0,7.250089661E1,6.647605344E0,1.359444767E1
4.065894043E1,4.550135979E1,9.158221332E0,1.341991072E2,3.238373800E0,7.290714465E1,6.789426693E0,1.337159102E1
4.165894151E1,4.550136854E1,9.158259024E0,1.343446893E2,2.910980807E0,6.683446085E1,6.927703296E0,1.312236479E1
4.265894341E1,4.550139599E1,9.158355125E0,1.333085574E2,2.815404692E0,7.120751768E1,1.424595449E1,1.302414722E1
4.365894401E1,4.550140594E1,9.158391255E0,1.337752436E2,2.978877367E0,6.922820465E1,1.424595446E1,1.314391972E1
4.465894425E1,4.550140630E1,9.158423140E0,1.334181188E2,2.735494442E0,7.844717966E1,1.424595448E1,1.321178890E1
4.565894556E1,4.550141599E1,9.158456542E0,1.337380827E2,2.719682945E0,7.130368324E1,1.424595441E1,1.305100654E1
4.665894616E1,4.550142950E1,9.158490986E0,1.338024249E2,2.855057605E0,6.483751846E1,1.424595437E1,1.285455675E1
4.765894675E1,4.550143569E1,9.158524917E0,1.333688907E2,2.755929300E0,6.915512512E1,1.424595444E1,1.322969528E1
